Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
ocr_total,obsessive_compulsive_inventory,,calc,OCR Total ,"sum([oci_1],[oci_2],[oci_3],[oci_4],[oci_5],[oci_6],[oci_7],[oci_8],[oci_9],[oci_10],[oci_11],[oci_12],[oci_13],[oci_14],[oci_15],[oci_16],[oci_17],[oci_18])",,,,,,,,,,,, @HIDDEN-SURVEY
sleep_intro,sleep_intro,,descriptive,"The next set of questions are about your sleep. 

We would like to know your opinion of your quality of sleep for the MAJORITY of days and nights over the past MONTH. We are interested in your regular sleep habits, so think about the month BEFORE COMING TO TREATMENT (FRC or VISTA). 

First, I will ask you a few questions about your sleep schedule in general that I will complete on paper. Then, we will return to the computer to complete the sleep questionnaire. 

I will tell you when to click on the ""submit"" button to move forward.  ",,,,,,,,,,,,,
sleep_intro_f_d,sleep_quality_intro_fd,,descriptive,"The next set of questions are about your sleep. 

We would like to know your opinion of your quality of sleep for the MAJORITY of days and nights over the past MONTH. First, I will ask you a few questions about your sleep schedule in general that I will complete on paper. Then, we will return to the computer to complete the sleep questionnaire. 

I will tell you when to click on the ""submit"" button to move forward. ",,,,,,,,,,,,,
psqi1,sleep_quality,,text,"1. During the past month, when have you usually gone to bed at night?      
USUAL BED TIME:",,HH:MM,datetime_mdy,,,,,y,LH,,,, @HIDDEN-SURVEY
psqi2,sleep_quality,,radio,"2. During the past month, how long (in minutes) has it usually taken for you to fall asleep each night? 
NUMBER OF MINUTES:","0, <=15 minutes | 1, 16-30 minutes | 2, 31-60 minutes | 3, >60 minutes",,,,,,,y,LH,,,, @HIDDEN-SURVEY
psqi3,sleep_quality,,text,"3. During the past month, when have you usually gotten up in the morning? 
USUAL GETTING UP TIME: ",,HH:MM,datetime_mdy,,,,,y,LH,,,, @HIDDEN-SURVEY
sleep_hours,sleep_quality,,calc,Hours of sleep indicated per night. ,"datediff([psqi1],[psqi3],""h"",""mdy"")",,,,,,,,LH,,,, @HIDDEN-SURVEY
psqi4,sleep_quality,,text,"4. During the past month, how many hours of ACTUAL SLEEP did you get at night? (This may be different than the number of hours you spend in bed.)  
HOURS OF SLEEP PER NIGHT: ",,,number,,,,,y,LH,,,, @HIDDEN-SURVEY
psqi_subj,sleep_quality,,calc,Component 1: Subjective sleep quality,([psqi9]),,,,,,,,,,,, @HIDDEN-SURVEY
psqi_laten,sleep_quality,,calc,Component 2: Sleep latency ,"if([psqi2] =0, 0, if([psqi2]=1, 1, if([psqi2]=2, 2, if([psqi2]=3, 3, 0))))",,,,,,,,,,,, @HIDDEN-SURVEY
psqi_durat,sleep_quality,,calc,Component 3: Sleep duration ,"if([psqi4]>=7, 0, if([psqi4]< 7 and [psqi4]>=6, 1, if([psqi4]< 6 and [psqi4]>=5, 2, 3)))",,,,,,,,,,,, @HIDDEN-SURVEY
psqi_hse,sleep_quality,,calc,Component 4: Sleep efficiency ,"if([psqi_sleep_efficiency] >=85, 0, if([psqi_sleep_efficiency] >=75 and [psqi_sleep_efficiency] <=84, 1, if([psqi_sleep_efficiency] >=65 and [psqi_sleep_efficiency] <=74, 2, if([psqi_sleep_efficiency] < 65, 3, 0))))",,,,,,,,,,,, @HIDDEN-SURVEY
psqi_sleep_disturb,sleep_quality,,calc,Component 5: Sleep disturbances ,"if([psqi_distb] =0,0, if([psqi_distb] >=1 and [psqi_distb] <=9,1, if([psqi_distb] >=10 and [psqi_distb] <=18,2, if([psqi_distb] >18,3,0))))",,,,,,,,,,,, @HIDDEN-SURVEY
psqi_sleep_meds_score,sleep_quality,,calc,Component 6: Use of sleep medication ,([psqi6]),,,,,,,,,,,, @HIDDEN-SURVEY
psqi_daydys,sleep_quality,,calc,Component 7: Daytime Dysfunction ,"if([psqi7]+[psqi8]=0,0, if([psqi7]+[psqi8]>=1 and [psqi7]+[psqi8]<=2,1, if([psqi7]+[psqi8]>=3 and [psqi7]+[psqi8]<=4,2, if([psqi7]+[psqi8]>=5 and [psqi7]+[psqi8]=6,3,0))))",,,,,,,,,,,, @HIDDEN-SURVEY
psqi_total,sleep_quality,,calc,Global PSQI Score,"sum([psqi9],[psqi_laten],[psqi_durat],[psqi_hse],[psqi_sleep_disturb],[psqi_daydys],[psqi6])",,,,,,,,,,,, @HIDDEN-SURVEY
psqi_comp2_scoring,sleep_quality,,calc,Latency calc,"sum([psqi5a],[psqi2])",,,,,,,,,,,, @HIDDEN
psqi_sleep_amt,sleep_quality,,calc,Hours in bed,"datediff([psqi1],[psqi3], ""h"", ""mdy"")",,,,,,,,,,,, @HIDDEN
psqi_sleep_efficiency,sleep_quality,,calc,Sleep efficiency calc,([psqi4]/[psqi_sleep_amt]) *100,,,,,,,,,,,, @HIDDEN
psqi_distb,sleep_quality,,calc,Sleep disturb calc,"sum([psqi5b],[psqi5c],[psqi5d],[psqi5e],[psqi5f],[psqi5g],[psqi5h],[psqi5i],[psqi5j_1])",,,,,,,,,,,, @HIDDEN
sleep_disrupt_intro,sleep_disruptions_intro,,descriptive,"The next questions are about things that might interrupt your sleep. If any of these happen to you, we would like to know how often. If there is something that wakes you up that is not listed, I will indicate where you should put that information. 

Please click ""submit"" to continue. ",,,,,,,,,,,,,
psqi5a,sleep_disruptions,"These questions are about things that might interrupt your sleep. If any of these happen to you, indicate how often. If something wakes you up that is not listed here, type what it is in ""other"" and indicate how often it occurs on line 5j. ",radio,5a. Cannot get to sleep within 30 minutes,"0, Not during the past month | 1, Less than once a week | 2, Once or twice a week | 3, Three or more times a week",,,,,,,y,,,psqi5,,
psqi5b,sleep_disruptions,,radio,5b. Wake up in the middle of the night or early morning,"0, Not during the past month | 1, Less than once a week | 2, Once or twice a week | 3, Three or more times a week",,,,,,,y,,,psqi5,,
psqi5c,sleep_disruptions,,radio,5c. Have to get up to use the bathroom,"0, Not during the past month | 1, Less than once a week | 2, Once or twice a week | 3, Three or more times a week",,,,,,,y,,,psqi5,,
psqi5d,sleep_disruptions,,radio,5d. Cannot breathe comfortably,"0, Not during the past month | 1, Less than once a week | 2, Once or twice a week | 3, Three or more times a week",,,,,,,y,,,psqi5,,
psqi5e,sleep_disruptions,,radio,5e. Cough or snore loudly,"0, Not during the past month | 1, Less than once a week | 2, Once or twice a week | 3, Three or more times a week",,,,,,,y,,,psqi5,,
psqi5f,sleep_disruptions,,radio,5f.  Feel too cold,"0, Not during the past month | 1, Less than once a week | 2, Once or twice a week | 3, Three or more times a week",,,,,,,y,,,psqi5,,
psqi5g,sleep_disruptions,,radio,5g. Feel too hot,"0, Not during the past month | 1, Less than once a week | 2, Once or twice a week | 3, Three or more times a week",,,,,,,y,,,psqi5,,
psqi5h,sleep_disruptions,,radio,5h. Have bad dreams,"0, Not during the past month | 1, Less than once a week | 2, Once or twice a week | 3, Three or more times a week",,,,,,,y,,,psqi5,,
psqi5i,sleep_disruptions,,radio,5i. Have pain,"0, Not during the past month | 1, Less than once a week | 2, Once or twice a week | 3, Three or more times a week",,,,,,,y,,,psqi5,,
psqi5j,sleep_disruptions,,text,5j. Other reason(s),,,,,,,,,LH,,,,
psqi5j_1,sleep_disruptions,,radio,"5j. Other reason(s), frequency","0, Not during the past month | 1, Less than once a week | 2, Once or twice a week | 3, Three or more times a week",,,,,,,,LV,,,,
sleep_med,final_sleep_questions,,descriptive,"On the next page you will finish completing the sleep questionnaire.  For question number 6, please ONLY consider how often you used any sleep medication(s) in the month PRIOR to coming to treatment. Please DO NOT consider any sleep medications you may have been given if you spent a night (or nights) at Vista during the past month. 

Please click ""submit"" to continue.",,,,,,,,,,,,,
sleep_med_f_d,final_sleep_intro_fd,,descriptive,"On the next page you will finish completing the sleep questionnaire.  For question number 6, please ONLY consider how often you used any sleep medication(s) in PAST MONTH. Please DO NOT consider any sleep medications you may have been given if you spent a night (or nights) at Vista during the past month. 

Please click ""submit"" to continue.
",,,,,,,,,,,,,
psqi6,final_sleep_questions_637b1e,,radio,"6. During the past month, how often have you taken medicine (prescribed or ""over the counter"") to help you sleep?","0, Not during the past month | 1, Less than once a week | 2, Once or twice a week | 3, Three or more times a week",,,,,,,y,LV,,,,
psqi7,final_sleep_questions_637b1e,,radio,"7. During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity?","0, Not during the past month | 1, Less than once a week | 2, Once or twice a week | 3, Three or more times a week",,,,,,,y,LV,,,,
psqi8,final_sleep_questions_637b1e,,radio,"8. During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?","0, No problem at all | 1, Only a very slight problem | 2, Somewhat of a problem | 3, A very big problem",,,,,,,y,LV,,,,
psqi9,final_sleep_questions_637b1e,,radio,"9. During the past month, how would you rate your sleep quality overall?","0, Very good | 1, Fairly good | 2, Fairly bad | 3, Very bad",,,,,,,y,LV,,,,
pi_pain,pain_screener,,yesno,Have you experienced any PHYSICAL pain in the past SEVEN days? ,,,,,,,,y,,,,,
pain_intro,pain_screener,,descriptive,"The next set of questions are in regard to your pain. First, you will fill in the locations of your pain. If you are experiencing pain in a location that is not listed, you will mark ""other"" and fill in the pain location. All of the questions apply to the LAST 7 DAYS, except for item 3. For this item, we are interested in knowing your level of pain RIGHT NOW. 

Please click ""submit"" to continue.    ",,,,,,,[pi_pain] = '1',,,,,,
pi_pain_location,pain_intensity_pain_interference,,checkbox,"In the past 7 days, where in your body have you felt physical pain? (Check all that apply)","1, None | 2, Headaches | 3, Neck pain | 4, Shoulder pain | 5, Back pain | 6, Pain in arms | 7, Pain in hands/fingers | 8, Chest pain | 9, Abdominal pain | 10, Hip pain | 11, Leg pain | 12, Pain in feet/toes | 13, Diffuse/""all over"" pain | 14, Other",,,,,,[pi_pain] = '1',y,LV,,,,
pi_pain_describe_other,pain_intensity_pain_interference,,text,"If you marked ""other"" above, please describe pain location here: ",,,,,,,[pi_pain] = '1' and [pi_pain_location(14)] = '1',,LH,,,,
pi1,pain_intensity_pain_interference,In the past 7 days:,radio,1. How intense was your pain at its worst?,"1, Had no pain | 2, Mild | 3, Moderate | 4, Severe | 5, Very severe",,,,,,[pi_pain] = '1',y,,,pain_intensity_1,,
pi2,pain_intensity_pain_interference,,radio,2. How intense was your average pain?,"1, Had no pain | 2, Mild | 3, Moderate | 4, Severe | 5, Very severe",,,,,,[pi_pain] = '1',y,,,pain_intensity_1,,
pi3,pain_intensity_pain_interference,Please answer this question AS OF TODAY.,radio,3. What is your level of pain right now?,"1, No pain | 2, Mild | 3, Moderate | 4, Severe | 5, Very severe",,,,,,[pi_pain] = '1',y,,,pain_intensity_2,,
pi4,pain_intensity_pain_interference,In the past 7 days:,radio,4. How much did pain interfere with your day to day activities?,"1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,[pi_pain] = '1',y,,,pain_interference,,
pi5,pain_intensity_pain_interference,,radio,5. How much did pain interfere with work around the home?,"1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,[pi_pain] = '1',y,,,pain_interference,,
pi6,pain_intensity_pain_interference,,radio,6. How much did pain interfere with your ability to participate in social activities?,"1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,[pi_pain] = '1',y,,,pain_interference,,
pi7,pain_intensity_pain_interference,,radio,7. How much did pain interfere with your household chores?,"1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,[pi_pain] = '1',y,,,pain_interference,,
pi_total,pain_intensity_pain_interference,,calc,Pain Intensity Total,"if([pi_pain] = 0, 3, sum([pi1],[pi2],[pi3]))",,,,,,,y,,,,, @HIDDEN-SURVEY
pain_interference_total,pain_intensity_pain_interference,,calc,Pain Interference Total,"if([pi_pain] = 0, 4, sum([pi4],[pi5],[pi6],[pi7]))",,,,,,,y,,,,, @HIDDEN-SURVEY
gamble_intro,gambling_intro,,descriptive,"The next questions are about gambling. Please tell us if you have had any of these experiences in the LAST YEAR. When responding to each question, please consider ANY behaviors that involve gambling (e.g. sports betting, purchasing lottery or scratch-off tickets, visiting casinos or online gambling sites, or playing cards for money).  

Please click ""submit"" to continue.",,,,,,,,,,,,,
gamble_complete,gambling_experiences,,yesno,Was measure completed?,,,,,,,,y,LH,,,, @HIDDEN
gamble_1,gambling_experiences,,yesno,"1. During the past 12 months, have you become restless, irritable or anxious when trying to stop/cut down on gambling?",,,,,,,,y,LH,,,,
gamble_2,gambling_experiences,,yesno,"2. During the past 12 months, have you tried to keep your family or friends from knowing how much you gambled?",,,,,,,,y,LH,,,,
gamble_3,gambling_experiences,,yesno,"3. During the past 12 months did you have such financial trouble as a result of your gambling that you had to get help with living expenses from family, friends or welfare?",,,,,,,,y,LH,,,,
gamble_total,gambling_experiences,,calc,Total Gambling Score,"sum([gamble_1],[gamble_2],[gamble_3])",,,,,,,,,,,, @HIDDEN-SURVEY
eating_intro,eating_behaviors_intro,,descriptive,"Please answer these questions about your eating habits during the past 3 months. Think back to (date). 

If any items do not apply to you, you will mark ""No"" or ""0"" (zero).  

Please click ""submit"" to continue. ",,,,,,,,,,,,,
edds1,eating_behaviors,Over the PAST THREE MONTHS... ,radio,1. Have you felt fat?,"0, 0=Not at all | 1, 1 | 2, 2=Slightly | 3, 3 | 4, 4=Moderately | 5, 5 | 6, 6=Extremely",,,,,,,y,,,edds1_2_3,,
edds2,eating_behaviors,,radio,2. Have you had a definite fear that you might gain weight or become fat?,"0, 0=Not at all | 1, 1 | 2, 2=Slightly | 3, 3 | 4, 4=Moderately | 5, 5 | 6, 6=Extremely",,,,,,,y,,,edds1_2_3,,
edds3,eating_behaviors,,radio,3. Has your weight or shape influenced how you judge yourself as a person?,"0, 0=Not at all | 1, 1 | 2, 2=Slightly | 3, 3 | 4, 4=Moderately | 5, 5 | 6, 6=Extremely",,,,,,,y,,,edds1_2_3,,
edds4,eating_behaviors,,radio,"4. During the past 3 months have there been times when you have eaten what other people would regard as an unusually large amount of food (e.g., a pint of ice cream) given the circumstances?","1, Yes | 0, No",,,,,,,y,LH,,,,
edds5,eating_behaviors,,radio,"5. During the times when you ate an unusually large amount of food, did you EXPERIENCE A LOSS OF CONTROL (e.g., felt you couldn't stop eating or control what or how much you were eating)?","1, Yes | 0, No",,,,,,[edds4] = '1',y,LH,,,,
edds6,eating_behaviors,,radio,6. How many times per month on average over the past 3 months have you eaten an unusually large amount of food AND experienced a LOSS OF CONTROL?,"0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 11, 11 | 12, 12 | 13, 13 | 14, 14 | 15, 15 | 16, 16+",,,,,,[edds5] = '1',y,LH,,,,
edds7,eating_behaviors,,radio,"7. Eat much more rapidly than normal?
","1, Yes | 0, No",,,,,,[edds5] = '1',y,LH,,,,
edds8,eating_behaviors,,radio,8. Eat until you felt uncomfortably full? ,"1, Yes | 0, No",,,,,,[edds5] = '1',y,LH,,,,
edds9,eating_behaviors,,radio,9. Eat large amounts of food when you didn't feel physically hungry? ,"1, Yes | 0, No",,,,,,[edds5] = '1',y,LH,,,,
edds10,eating_behaviors,,radio,10. Eat alone because you were embarrassed by how much you were eating? ,"1, Yes | 0, No",,,,,,[edds5] = '1',y,LH,,,,
edds11,eating_behaviors,,radio,"11. Feel disgusted with yourself, depressed, or very guilty after overeating? ","1, Yes | 0, No",,,,,,[edds5] = '1',y,LH,,,,
edds12,eating_behaviors,,radio,"12. If you have episodes of uncontrollable overeating, does it make you very upset? ","1, Yes | 0, No",,,,,,[edds5] = '1',y,LH,,,,
edds_an,eating_behaviors,,calc,Anorexia Nervosa (AN) Dx,"if([an1]=1,1, if([an2]=1,1,0))",,,,,,,y,,,,, @HIDDEN-SURVEY
edds_bn,eating_behaviors,,calc,Bulimia Nervosa (BN) Dx,"if([calc_binge_degree]=2 and [calc_comp]=2 and [calc_weightshape]=2 and [low_bmi_calc]=0,1,0)",,,,,,,y,,,,, @HIDDEN-SURVEY
adds_bed,eating_behaviors,,calc,Binge-Eating Disorder (BED) Dx,"if([calc_binge_degree]=2 and [calc_feature]>=3 and [edds12]=1 and [calc_comp]=0 and [low_bmi_calc]=0,1,0)",,,,,,,y,,,,, @HIDDEN-SURVEY
